,0.0,0.05,0.1,0.2
0.0,0.16666666666666666,0.2606689734717416,0.3681710213776722,0.03991130820399113
0.05,0.2322053675612602,0.0945945945945946,0.5436554132712457,0.42224744608399545
0.1,0.08323831242873432,0.5432098765432098,0.47417840375586856,0.3547257876312719
0.2,0.37282229965156793,0.3928980526918671,0.2841981132075472,0.5196195005945303
