,Residual CNN,Adapted Residual CNN
1,0.011337868480725623,0.29898074745186864
2,0.010356731875719217,0.5418994413407822
3,0.12274774774774774,0.059665871121718374
4,0.09876543209876543,0.3105022831050228
5,0.07590361445783132,0.29494712103407755
